aircraft,manoeuvre,fault,n_flag,base_vsd,es_max,n_gated,phys_R/P,phys_cat,phys_auc,gated_R/P,gated_cat,gated_auc,false_alarm
c172p,climbing_turn,noop,0,0.573,,,,,,,,,0.0
c172p,elev_doublet_distractor,inertia_x1.6,1,0.676,1.97,5.0,0.05/1.00,0.20/1.00,,0.00/0.00,0.33/1.00,0.42,
c172p,elev_doublet_distractor,cmq_x0.5,2,0.676,0.25,0.0,0.08/0.50,0.40/1.00,0.51,-,,,
c172p,elev_doublet_distractor,cmalpha_x0.7,1,0.676,0.36,0.0,0.08/1.00,0.20/1.00,0.82,-,,,
c172p,elev_doublet_distractor,clo_+0.1,9,0.676,4.17,3.0,0.46/0.67,0.60/1.00,0.68,0.67/0.22,0.67/0.67,0.67,
c172p,elev_doublet_distractor,noop,0,0.676,,,,,,,,,0.0
c172p,engine_stop,inertia_x1.6,1,0.744,12.17,4.0,0.05/1.00,0.20/1.00,,0.25/1.00,0.33/1.00,0.44,
c172p,engine_stop,cmq_x0.5,3,0.744,2.45,4.0,0.15/0.67,0.40/1.00,0.58,0.25/0.33,0.67/1.00,0.47,
c172p,engine_stop,cmalpha_x0.7,10,0.744,2.96,9.0,0.38/0.50,0.60/1.00,0.79,0.33/0.30,0.75/1.00,0.64,
c172p,engine_stop,clo_+0.1,8,0.744,10.94,10.0,0.31/0.50,0.60/1.00,0.54,0.40/0.50,0.75/1.00,0.42,
c172p,engine_stop,noop,0,0.744,,,,,,,,,0.0
c172r,cruise,inertia_x1.6,5,0.608,104.49,10.0,0.23/1.00,0.60/1.00,,0.50/1.00,0.75/1.00,0.52,
c172r,cruise,cmq_x0.5,6,0.608,2.3,4.0,0.15/0.33,0.40/1.00,0.41,0.50/0.33,1.00/1.00,0.65,
c172r,cruise,cmalpha_x0.7,4,0.608,7.78,4.0,0.08/0.25,0.40/1.00,0.32,0.25/0.25,1.00/1.00,0.58,
c172r,cruise,clo_+0.1,11,0.608,7.32,8.0,0.46/0.55,0.80/1.00,0.68,0.50/0.36,0.75/0.75,0.3,
c172r,cruise,noop,0,0.608,,,,,,,,,0.0
c172r,throttle_step,inertia_x1.6,0,0.561,1.89,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.62,
c172r,throttle_step,cmq_x0.5,2,0.561,0.75,0.0,0.15/1.00,0.40/1.00,0.5,-,,,
c172r,throttle_step,cmalpha_x0.7,8,0.561,1.41,2.0,0.46/0.75,0.80/1.00,0.67,0.00/0.00,1.00/0.25,0.08,
c172r,throttle_step,clo_+0.1,12,0.561,4.37,5.0,0.46/0.50,0.80/1.00,0.46,0.20/0.08,1.00/1.00,0.31,
c172r,throttle_step,noop,0,0.561,,,,,,,,,0.0
c172r,elev_doublet,inertia_x1.6,1,0.672,0.86,0.0,0.05/1.00,0.20/1.00,,-,,,
c172r,elev_doublet,cmq_x0.5,1,0.672,0.35,0.0,0.08/1.00,0.20/1.00,0.26,-,,,
c172r,elev_doublet,cmalpha_x0.7,7,0.672,0.7,0.0,0.31/0.57,0.80/1.00,0.32,-,,,
c172r,elev_doublet,clo_+0.1,4,0.672,2.86,2.0,0.15/0.50,0.40/1.00,0.34,0.00/0.00,0.50/0.50,0.03,
c172r,elev_doublet,noop,1,0.672,,,,,,,,,0.05
c172r,elev_step,inertia_x1.6,3,0.723,0.52,0.0,0.14/1.00,0.40/1.00,,-,,,
c172r,elev_step,cmq_x0.5,3,0.723,1.12,3.0,0.15/0.67,0.60/1.00,0.62,0.00/0.00,0.67/0.67,0.54,
c172r,elev_step,cmalpha_x0.7,5,0.723,3.64,3.0,0.15/0.40,0.80/1.00,0.39,0.00/0.00,1.00/0.75,0.05,
c172r,elev_step,clo_+0.1,6,0.723,2.99,2.0,0.31/0.67,0.80/1.00,0.54,0.00/0.00,1.00/0.50,0.0,
c172r,elev_step,noop,1,0.723,,,,,,,,,0.05
c172r,aileron_step,inertia_x1.6,4,0.69,6.71,7.0,0.18/1.00,0.60/1.00,,0.29/0.50,0.67/0.67,0.5,
c172r,aileron_step,cmq_x0.5,7,0.69,0.79,0.0,0.38/0.71,0.60/1.00,0.66,-,,,
c172r,aileron_step,cmalpha_x0.7,9,0.69,0.72,0.0,0.23/0.33,0.80/1.00,0.42,-,,,
c172r,aileron_step,clo_+0.1,14,0.69,5.66,3.0,0.46/0.43,0.80/1.00,0.09,0.00/0.00,1.00/0.75,0.0,
c172r,aileron_step,noop,3,0.69,,,,,,,,,0.14
c172r,rudder_doublet,inertia_x1.6,4,0.663,2.32,7.0,0.18/1.00,0.60/1.00,,0.29/0.50,0.67/0.67,0.54,
c172r,rudder_doublet,cmq_x0.5,3,0.663,0.93,0.0,0.15/0.67,0.40/1.00,0.55,-,,,
c172r,rudder_doublet,cmalpha_x0.7,7,0.663,2.48,1.0,0.54/1.00,0.60/1.00,0.78,1.00/0.14,1.00/0.33,0.57,
c172r,rudder_doublet,clo_+0.1,7,0.663,4.16,3.0,0.46/0.86,0.40/1.00,0.5,0.00/0.00,0.33/0.50,0.0,
c172r,rudder_doublet,noop,1,0.663,,,,,,,,,0.05
c172r,bank_hold,inertia_x1.6,4,0.71,5.61,7.0,0.18/1.00,0.60/1.00,,0.14/0.25,1.00/1.00,0.34,
c172r,bank_hold,cmq_x0.5,6,0.71,1.0,2.0,0.38/0.83,0.60/1.00,0.63,1.00/0.33,1.00/0.67,0.5,
c172r,bank_hold,cmalpha_x0.7,3,0.71,1.25,3.0,0.15/0.67,0.60/1.00,0.56,0.00/0.00,0.67/0.67,0.39,
c172r,bank_hold,clo_+0.1,8,0.71,7.73,5.0,0.31/0.50,0.80/1.00,0.34,0.20/0.12,1.00/1.00,0.21,
c172r,bank_hold,noop,5,0.71,,,,,,,,,0.23
c172r,flap_extend,inertia_x1.6,2,0.656,0.51,0.0,0.09/1.00,0.20/1.00,,-,,,
c172r,flap_extend,cmq_x0.5,4,0.656,0.89,0.0,0.15/0.50,0.60/1.00,0.22,-,,,
c172r,flap_extend,cmalpha_x0.7,16,0.656,30.99,13.0,0.54/0.44,0.80/1.00,0.39,0.54/0.44,0.80/1.00,0.39,
c172r,flap_extend,clo_+0.1,7,0.656,2.72,3.0,0.38/0.71,0.40/1.00,0.47,0.00/0.00,0.33/0.50,0.04,
c172r,flap_extend,noop,1,0.656,,,,,,,,,0.05
c172r,climbing_turn,inertia_x1.6,0,0.579,5.22,4.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.32,
c172r,climbing_turn,cmq_x0.5,1,0.579,0.7,0.0,0.08/1.00,0.20/1.00,0.85,-,,,
c172r,climbing_turn,cmalpha_x0.7,2,0.579,1.33,7.0,0.08/0.50,0.40/1.00,0.57,0.00/0.00,0.50/1.00,0.35,
c172r,climbing_turn,clo_+0.1,8,0.579,5.59,2.0,0.38/0.62,0.60/1.00,0.71,1.00/0.25,1.00/0.67,1.0,
c172r,climbing_turn,noop,0,0.579,,,,,,,,,0.0
c172r,elev_doublet_distractor,inertia_x1.6,6,0.638,1.97,5.0,0.27/1.00,0.60/1.00,,0.20/0.17,1.00/1.00,0.26,
c172r,elev_doublet_distractor,cmq_x0.5,3,0.638,0.28,0.0,0.23/1.00,0.60/1.00,0.68,-,,,
c172r,elev_doublet_distractor,cmalpha_x0.7,3,0.638,0.53,0.0,0.23/1.00,0.60/1.00,0.55,-,,,
c172r,elev_doublet_distractor,clo_+0.1,6,0.638,3.09,3.0,0.31/0.67,0.40/1.00,0.71,0.00/0.00,0.33/0.50,0.18,
c172r,elev_doublet_distractor,noop,4,0.638,,,,,,,,,0.18
c172r,engine_stop,inertia_x1.6,1,0.739,14.26,3.0,0.05/1.00,0.20/1.00,,0.33/1.00,0.50/1.00,0.7,
c172r,engine_stop,cmq_x0.5,2,0.739,1.71,4.0,0.08/0.50,0.20/1.00,0.55,0.00/0.00,0.33/1.00,0.4,
c172r,engine_stop,cmalpha_x0.7,1,0.739,1.45,6.0,0.08/1.00,0.20/1.00,0.31,0.00/0.00,0.33/1.00,0.32,
c172r,engine_stop,clo_+0.1,7,0.739,5.77,5.0,0.46/0.86,0.60/1.00,0.58,0.40/0.29,0.67/0.67,0.31,
c172r,engine_stop,noop,0,0.739,,,,,,,,,0.0
c182,cruise,inertia_x1.6,4,0.724,6.93,6.0,0.18/1.00,0.60/1.00,,0.00/0.00,0.50/0.33,0.08,
c182,cruise,cmq_x0.5,9,0.724,4.71,4.0,0.46/0.67,0.80/1.00,0.85,0.75/0.33,1.00/0.75,0.54,
c182,cruise,cmalpha_x0.7,3,0.724,3.38,5.0,0.15/0.67,0.20/1.00,0.51,0.00/0.00,0.33/1.00,0.58,
c182,cruise,clo_+0.1,8,0.724,6.17,8.0,0.54/0.88,0.80/1.00,0.91,0.50/0.50,1.00/1.00,0.64,
c182,cruise,noop,4,0.724,,,,,,,,,0.18
c182,throttle_step,inertia_x1.6,5,0.629,6.07,4.0,0.23/1.00,0.60/1.00,,0.75/0.60,1.00/0.33,0.74,
c182,throttle_step,cmq_x0.5,7,0.629,1.79,4.0,0.23/0.43,0.60/1.00,0.24,0.75/0.43,1.00/1.00,0.39,
c182,throttle_step,cmalpha_x0.7,9,0.629,1.61,4.0,0.31/0.44,0.60/1.00,0.14,0.75/0.33,1.00/1.00,0.6,
c182,throttle_step,clo_+0.1,18,0.629,6.58,5.0,0.69/0.50,0.80/1.00,0.23,0.60/0.17,1.00/1.00,0.22,
c182,throttle_step,noop,0,0.629,,,,,,,,,0.0
c182,elev_doublet,inertia_x1.6,1,0.737,2.68,7.0,0.05/1.00,0.20/1.00,,0.00/0.00,0.33/1.00,0.27,
c182,elev_doublet,cmq_x0.5,0,0.737,1.15,3.0,0.00/0.00,0.00/0.00,0.42,0.00/0.00,0.00/0.00,0.49,
c182,elev_doublet,cmalpha_x0.7,0,0.737,0.81,0.0,0.00/0.00,0.00/0.00,0.71,-,,,
c182,elev_doublet,clo_+0.1,7,0.737,5.16,3.0,0.46/0.86,0.40/1.00,0.7,0.00/0.00,0.33/0.50,0.19,
c182,elev_doublet,noop,1,0.737,,,,,,,,,0.05
c182,elev_step,inertia_x1.6,0,0.726,4.05,3.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.11,
c182,elev_step,cmq_x0.5,4,0.726,3.27,7.0,0.23/0.75,0.60/1.00,0.58,0.14/0.25,1.00/1.00,0.41,
c182,elev_step,cmalpha_x0.7,4,0.726,2.51,3.0,0.08/0.25,0.60/1.00,0.36,0.33/0.25,1.00/1.00,0.74,
c182,elev_step,clo_+0.1,5,0.726,5.69,4.0,0.38/1.00,0.60/1.00,0.97,0.75/0.60,0.75/1.00,0.92,
c182,elev_step,noop,0,0.726,,,,,,,,,0.0
c182,aileron_step,inertia_x1.6,1,0.671,1.66,3.0,0.05/1.00,0.20/1.00,,0.00/0.00,0.50/1.00,0.35,
c182,aileron_step,cmq_x0.5,3,0.671,1.49,2.0,0.23/1.00,0.40/1.00,0.42,0.00/0.00,0.50/0.50,0.32,
c182,aileron_step,cmalpha_x0.7,2,0.671,0.89,0.0,0.15/1.00,0.20/1.00,0.76,-,,,
c182,aileron_step,clo_+0.1,6,0.671,4.03,6.0,0.38/0.83,0.80/1.00,0.7,0.67/0.67,1.00/1.00,0.68,
c182,aileron_step,noop,0,0.671,,,,,,,,,0.0
c182,rudder_doublet,inertia_x1.6,3,0.729,1.05,1.0,0.14/1.00,0.40/1.00,,0.00/0.00,1.00/0.50,0.38,
c182,rudder_doublet,cmq_x0.5,1,0.729,2.01,3.0,0.00/0.00,0.20/1.00,0.41,0.00/0.00,0.00/0.00,0.39,
c182,rudder_doublet,cmalpha_x0.7,2,0.729,1.2,1.0,0.15/1.00,0.40/1.00,0.48,0.00/0.00,1.00/0.50,0.29,
c182,rudder_doublet,clo_+0.1,14,0.729,3.99,7.0,1.00/0.93,1.00/1.00,0.83,1.00/0.50,1.00/0.80,0.58,
c182,rudder_doublet,noop,1,0.729,,,,,,,,,0.05
c182,bank_hold,inertia_x1.6,0,0.684,1.6,2.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.4,
c182,bank_hold,cmq_x0.5,5,0.684,1.54,3.0,0.15/0.40,0.40/1.00,0.44,0.33/0.20,0.67/1.00,0.49,
c182,bank_hold,cmalpha_x0.7,3,0.684,0.91,0.0,0.23/1.00,0.40/1.00,0.62,-,,,
c182,bank_hold,clo_+0.1,3,0.684,4.95,6.0,0.15/0.67,0.60/1.00,0.69,0.33/0.67,0.75/1.00,0.35,
c182,bank_hold,noop,0,0.684,,,,,,,,,0.0
c182,climbing_turn,inertia_x1.6,2,0.56,1.64,2.0,0.09/1.00,0.40/1.00,,0.00/0.00,0.00/0.00,0.68,
c182,climbing_turn,cmq_x0.5,12,0.56,3.86,8.0,0.46/0.50,0.60/1.00,0.36,0.62/0.42,0.75/1.00,0.49,
c182,climbing_turn,cmalpha_x0.7,6,0.56,2.43,9.0,0.08/0.17,0.60/1.00,0.09,0.11/0.17,0.75/1.00,0.32,
c182,climbing_turn,clo_+0.1,13,0.56,5.93,4.0,0.54/0.54,0.80/1.00,0.31,0.25/0.08,1.00/1.00,0.15,
c182,climbing_turn,noop,2,0.56,,,,,,,,,0.09
c182,elev_doublet_distractor,inertia_x1.6,0,0.723,1.57,5.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.45,
c182,elev_doublet_distractor,cmq_x0.5,0,0.723,0.91,0.0,0.00/0.00,0.00/0.00,0.54,-,,,
c182,elev_doublet_distractor,cmalpha_x0.7,2,0.723,0.8,0.0,0.15/1.00,0.20/1.00,0.51,-,,,
c182,elev_doublet_distractor,clo_+0.1,8,0.723,3.51,3.0,0.54/0.88,0.60/1.00,0.7,0.33/0.12,0.67/0.67,0.19,
c182,elev_doublet_distractor,noop,0,0.723,,,,,,,,,0.0
c182,engine_stop,inertia_x1.6,0,0.743,6.87,3.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.51,
c182,engine_stop,cmq_x0.5,7,0.743,1.91,7.0,0.31/0.57,0.60/1.00,0.57,0.00/0.00,0.33/0.33,0.23,
c182,engine_stop,cmalpha_x0.7,0,0.743,1.92,10.0,0.00/0.00,0.00/0.00,0.26,0.00/0.00,0.00/0.00,0.2,
c182,engine_stop,clo_+0.1,11,0.743,6.22,6.0,0.62/0.73,0.80/1.00,0.6,0.33/0.18,1.00/0.75,0.24,
c182,engine_stop,noop,0,0.743,,,,,,,,,0.0
c310,cruise,inertia_x1.6,3,0.729,4.67,1.0,0.14/1.00,0.60/1.00,,0.00/0.00,0.00/0.00,0.19,
c310,cruise,cmq_x0.5,6,0.729,6.93,9.0,0.31/0.67,0.60/1.00,0.65,0.44/0.67,1.00/1.00,0.63,
c310,cruise,cmalpha_x0.7,4,0.729,4.16,8.0,0.23/0.75,0.60/1.00,0.5,0.12/0.25,0.67/0.67,0.33,
c310,cruise,clo_+0.1,3,0.729,3.69,8.0,0.15/0.67,0.40/1.00,0.57,0.00/0.00,0.50/1.00,0.21,
c310,cruise,noop,3,0.729,,,,,,,,,0.14
c310,throttle_step,inertia_x1.6,3,0.639,4.39,1.0,0.14/1.00,0.20/1.00,,0.00/0.00,0.00/0.00,0.81,
c310,throttle_step,cmq_x0.5,10,0.639,3.21,11.0,0.62/0.80,0.80/1.00,0.72,0.73/0.80,1.00/1.00,0.78,
c310,throttle_step,cmalpha_x0.7,6,0.639,3.94,10.0,0.23/0.50,0.80/1.00,0.21,0.30/0.50,1.00/1.00,0.34,
c310,throttle_step,clo_+0.1,5,0.639,3.9,5.0,0.31/0.80,0.20/1.00,0.58,0.00/0.00,0.25/1.00,0.2,
c310,throttle_step,noop,3,0.639,,,,,,,,,0.14
c310,elev_doublet,inertia_x1.6,1,0.721,0.52,0.0,0.05/1.00,0.20/1.00,,-,,,
c310,elev_doublet,cmq_x0.5,4,0.721,2.99,5.0,0.31/1.00,0.60/1.00,0.48,0.20/0.25,0.67/0.67,0.29,
c310,elev_doublet,cmalpha_x0.7,8,0.721,1.89,3.0,0.54/0.88,0.60/1.00,0.5,1.00/0.38,1.00/1.00,0.65,
c310,elev_doublet,clo_+0.1,2,0.721,2.42,5.0,0.15/1.00,0.40/1.00,0.9,0.40/1.00,0.50/1.00,0.61,
c310,elev_doublet,noop,2,0.721,,,,,,,,,0.09
c310,elev_step,inertia_x1.6,0,0.752,0.68,0.0,0.00/0.00,0.00/0.00,,-,,,
c310,elev_step,cmq_x0.5,4,0.752,6.68,9.0,0.23/0.75,0.40/1.00,0.49,0.22/0.50,0.50/1.00,0.28,
c310,elev_step,cmalpha_x0.7,8,0.752,3.47,4.0,0.62/1.00,0.80/1.00,0.97,1.00/0.50,1.00/0.75,0.75,
c310,elev_step,clo_+0.1,6,0.752,3.8,4.0,0.38/0.83,0.60/1.00,0.54,0.25/0.17,0.75/1.00,0.4,
c310,elev_step,noop,0,0.752,,,,,,,,,0.0
c310,aileron_step,inertia_x1.6,1,0.675,3.96,1.0,0.05/1.00,0.20/1.00,,0.00/0.00,0.00/0.00,0.19,
c310,aileron_step,cmq_x0.5,5,0.675,2.28,6.0,0.38/1.00,0.60/1.00,0.83,0.67/0.80,0.67/0.67,0.76,
c310,aileron_step,cmalpha_x0.7,2,0.675,3.57,4.0,0.08/0.50,0.40/1.00,0.92,0.25/0.50,1.00/1.00,0.5,
c310,aileron_step,clo_+0.1,6,0.675,2.64,7.0,0.38/0.83,0.80/1.00,0.79,0.43/0.50,0.75/0.75,0.5,
c310,aileron_step,noop,0,0.675,,,,,,,,,0.0
c310,rudder_doublet,inertia_x1.6,0,0.746,5.88,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.52,
c310,rudder_doublet,cmq_x0.5,4,0.746,4.16,5.0,0.23/0.75,0.40/1.00,0.41,0.40/0.50,0.67/1.00,0.42,
c310,rudder_doublet,cmalpha_x0.7,3,0.746,5.24,4.0,0.23/1.00,0.60/1.00,0.47,0.50/0.67,0.67/0.67,0.56,
c310,rudder_doublet,clo_+0.1,6,0.746,3.79,7.0,0.38/0.83,0.80/1.00,0.65,0.71/0.83,1.00/1.00,0.77,
c310,rudder_doublet,noop,1,0.746,,,,,,,,,0.05
c310,bank_hold,inertia_x1.6,0,0.694,4.46,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.0,
c310,bank_hold,cmq_x0.5,5,0.694,2.6,6.0,0.08/0.20,0.60/1.00,0.45,0.17/0.20,1.00/1.00,0.57,
c310,bank_hold,cmalpha_x0.7,7,0.694,4.01,3.0,0.46/0.86,0.80/1.00,0.86,0.00/0.00,1.00/0.50,0.26,
c310,bank_hold,clo_+0.1,6,0.694,3.32,6.0,0.23/0.50,0.80/1.00,0.6,0.50/0.50,1.00/1.00,0.64,
c310,bank_hold,noop,1,0.694,,,,,,,,,0.05
c310,flap_extend,inertia_x1.6,1,0.72,4.3,9.0,0.05/1.00,0.20/1.00,,0.11/1.00,0.25/1.00,0.54,
c310,flap_extend,cmq_x0.5,3,0.72,2.76,5.0,0.15/0.67,0.40/1.00,0.67,0.40/0.67,1.00/1.00,0.39,
c310,flap_extend,cmalpha_x0.7,8,0.72,6.79,13.0,0.31/0.50,0.40/1.00,0.45,0.31/0.50,0.40/1.00,0.45,
c310,flap_extend,clo_+0.1,5,0.72,2.42,7.0,0.38/1.00,0.40/1.00,0.59,0.29/0.40,0.50/1.00,0.25,
c310,flap_extend,noop,3,0.72,,,,,,,,,0.14
c310,engine_cut,inertia_x1.6,0,0.764,3.6,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.57,
c310,engine_cut,cmq_x0.5,11,0.764,2.26,11.0,0.54/0.64,0.80/1.00,0.51,0.64/0.64,1.00/1.00,0.68,
c310,engine_cut,cmalpha_x0.7,4,0.764,3.21,7.0,0.23/0.75,0.60/1.00,0.36,0.14/0.25,1.00/1.00,0.51,
c310,engine_cut,clo_+0.1,10,0.764,2.18,6.0,0.46/0.60,1.00/1.00,0.43,0.17/0.10,1.00/0.60,0.19,
c310,engine_cut,noop,0,0.764,,,,,,,,,0.0
c310,climbing_turn,inertia_x1.6,0,0.568,0.75,0.0,0.00/0.00,0.00/0.00,,-,,,
c310,climbing_turn,cmq_x0.5,10,0.568,3.88,12.0,0.54/0.70,0.60/1.00,0.76,0.58/0.70,0.60/1.00,0.81,
c310,climbing_turn,cmalpha_x0.7,5,0.568,2.85,11.0,0.15/0.40,0.60/1.00,0.38,0.09/0.20,0.60/1.00,0.26,
c310,climbing_turn,clo_+0.1,19,0.568,4.26,12.0,0.85/0.58,1.00/1.00,0.35,0.83/0.53,1.00/1.00,0.27,
c310,climbing_turn,noop,0,0.568,,,,,,,,,0.0
c310,elev_doublet_distractor,inertia_x1.6,1,0.751,0.45,0.0,0.05/1.00,0.20/1.00,,-,,,
c310,elev_doublet_distractor,cmq_x0.5,3,0.751,4.53,5.0,0.23/1.00,0.40/1.00,0.81,0.40/0.67,0.67/1.00,0.56,
c310,elev_doublet_distractor,cmalpha_x0.7,8,0.751,1.71,2.0,0.62/1.00,0.80/1.00,0.83,0.50/0.12,1.00/0.50,0.67,
c310,elev_doublet_distractor,clo_+0.1,6,0.751,3.65,9.0,0.38/0.83,0.80/1.00,0.56,0.44/0.67,1.00/1.00,0.51,
c310,elev_doublet_distractor,noop,1,0.751,,,,,,,,,0.05
c310,engine_stop,inertia_x1.6,0,0.757,3.43,1.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.48,
c310,engine_stop,cmq_x0.5,8,0.757,2.61,6.0,0.54/0.88,0.60/1.00,0.72,0.33/0.25,0.67/0.67,0.49,
c310,engine_stop,cmalpha_x0.7,7,0.757,3.06,5.0,0.23/0.43,0.60/1.00,0.29,0.00/0.00,0.67/0.67,0.24,
c310,engine_stop,clo_+0.1,3,0.757,2.27,8.0,0.08/0.33,0.40/1.00,0.57,0.00/0.00,0.25/0.50,0.46,
c310,engine_stop,noop,0,0.757,,,,,,,,,0.0
pa28,cruise,inertia_x1.6,3,0.697,2.85,7.0,0.14/1.00,0.60/1.00,,0.14/0.33,0.67/0.67,0.45,
pa28,cruise,cmq_x0.5,1,0.697,0.84,0.0,0.00/0.00,0.20/1.00,0.5,-,,,
pa28,cruise,cmalpha_x0.7,4,0.697,1.05,1.0,0.15/0.50,0.60/1.00,0.62,0.00/0.00,0.00/0.00,0.33,
pa28,cruise,clo_+0.1,8,0.697,4.13,6.0,0.38/0.62,0.60/1.00,0.65,0.17/0.12,0.75/1.00,0.33,
pa28,cruise,noop,1,0.697,,,,,,,,,0.05
pa28,throttle_step,inertia_x1.6,0,0.66,2.25,7.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.7,
pa28,throttle_step,cmq_x0.5,0,0.66,0.7,0.0,0.00/0.00,0.00/0.00,0.46,-,,,
pa28,throttle_step,cmalpha_x0.7,8,0.66,0.8,0.0,0.31/0.50,0.60/1.00,0.47,-,,,
pa28,throttle_step,clo_+0.1,9,0.66,3.35,6.0,0.46/0.67,0.80/1.00,0.49,0.33/0.22,1.00/1.00,0.23,
pa28,throttle_step,noop,0,0.66,,,,,,,,,0.0
pa28,elev_doublet,inertia_x1.6,0,0.699,1.42,6.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.44,
pa28,elev_doublet,cmq_x0.5,3,0.699,0.61,0.0,0.15/0.67,0.40/1.00,0.77,-,,,
pa28,elev_doublet,cmalpha_x0.7,2,0.699,0.82,0.0,0.00/0.00,0.40/1.00,0.56,-,,,
pa28,elev_doublet,clo_+0.1,11,0.699,4.46,3.0,0.46/0.55,0.60/1.00,0.45,0.00/0.00,0.67/0.67,0.26,
pa28,elev_doublet,noop,2,0.699,,,,,,,,,0.09
pa28,elev_step,inertia_x1.6,2,0.711,2.23,6.0,0.09/1.00,0.40/1.00,,0.17/0.50,0.67/1.00,0.54,
pa28,elev_step,cmq_x0.5,1,0.711,0.77,0.0,0.00/0.00,0.20/1.00,0.5,-,,,
pa28,elev_step,cmalpha_x0.7,7,0.711,1.14,0.0,0.38/0.71,0.60/1.00,0.75,-,,,
pa28,elev_step,clo_+0.1,8,0.711,4.36,6.0,0.31/0.50,0.60/1.00,0.35,0.50/0.38,0.75/1.00,0.34,
pa28,elev_step,noop,1,0.711,,,,,,,,,0.05
pa28,aileron_step,inertia_x1.6,1,0.675,5.37,8.0,0.05/1.00,0.20/1.00,,0.12/1.00,0.33/1.00,0.33,
pa28,aileron_step,cmq_x0.5,0,0.675,0.94,0.0,0.00/0.00,0.00/0.00,0.54,-,,,
pa28,aileron_step,cmalpha_x0.7,5,0.675,1.06,2.0,0.31/0.80,0.60/1.00,0.85,0.00/0.00,0.00/0.00,0.2,
pa28,aileron_step,clo_+0.1,5,0.675,4.04,7.0,0.08/0.20,0.60/1.00,0.53,0.14/0.20,0.75/1.00,0.29,
pa28,aileron_step,noop,0,0.675,,,,,,,,,0.0
pa28,rudder_doublet,inertia_x1.6,3,0.727,4.42,11.0,0.14/1.00,0.20/1.00,,0.27/1.00,0.33/1.00,0.65,
pa28,rudder_doublet,cmq_x0.5,0,0.727,0.91,0.0,0.00/0.00,0.00/0.00,0.7,-,,,
pa28,rudder_doublet,cmalpha_x0.7,4,0.727,1.11,1.0,0.31/1.00,0.20/1.00,0.49,0.00/0.00,0.00/0.00,0.71,
pa28,rudder_doublet,clo_+0.1,11,0.727,5.16,6.0,0.54/0.64,0.80/1.00,0.71,0.50/0.27,1.00/1.00,0.43,
pa28,rudder_doublet,noop,0,0.727,,,,,,,,,0.0
pa28,bank_hold,inertia_x1.6,0,0.684,5.8,8.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.57,
pa28,bank_hold,cmq_x0.5,0,0.684,0.76,0.0,0.00/0.00,0.00/0.00,0.28,-,,,
pa28,bank_hold,cmalpha_x0.7,1,0.684,0.88,0.0,0.08/1.00,0.20/1.00,0.75,-,,,
pa28,bank_hold,clo_+0.1,1,0.684,3.81,6.0,0.00/0.00,0.20/1.00,0.24,0.00/0.00,0.25/1.00,0.09,
pa28,bank_hold,noop,0,0.684,,,,,,,,,0.0
pa28,flap_extend,inertia_x1.6,1,0.682,2.75,8.0,0.05/1.00,0.20/1.00,,0.12/1.00,0.33/1.00,0.92,
pa28,flap_extend,cmq_x0.5,0,0.682,1.44,0.0,0.00/0.00,0.00/0.00,0.17,-,,,
pa28,flap_extend,cmalpha_x0.7,14,0.682,3.85,10.0,0.85/0.79,0.80/1.00,0.85,0.80/0.57,0.75/0.75,0.74,
pa28,flap_extend,clo_+0.1,4,0.682,3.86,5.0,0.08/0.25,0.40/1.00,0.18,0.20/0.25,0.67/1.00,0.39,
pa28,flap_extend,noop,0,0.682,,,,,,,,,0.0
pa28,climbing_turn,inertia_x1.6,0,0.572,5.69,4.0,0.00/0.00,0.00/0.00,,0.00/0.00,0.00/0.00,0.28,
pa28,climbing_turn,cmq_x0.5,0,0.572,0.81,0.0,0.00/0.00,0.00/0.00,0.5,-,,,
pa28,climbing_turn,cmalpha_x0.7,8,0.572,1.06,1.0,0.46/0.75,0.60/1.00,0.4,0.00/0.00,1.00/0.33,0.14,
pa28,climbing_turn,clo_+0.1,12,0.572,3.51,6.0,0.54/0.58,0.80/1.00,0.44,0.33/0.17,1.00/1.00,0.21,
pa28,climbing_turn,noop,0,0.572,,,,,,,,,0.0
pa28,elev_doublet_distractor,inertia_x1.6,5,0.693,1.97,7.0,0.23/1.00,0.60/1.00,,0.71/1.00,1.00/1.00,0.65,
pa28,elev_doublet_distractor,cmq_x0.5,2,0.693,0.84,0.0,0.00/0.00,0.40/1.00,0.33,-,,,
